trump,clinton,other,undecided,start_date,end_date,observations,state
39,49,2,2,10/29/16,11/4/16,2183,VA
40,48,2,2,10/28/16,11/3/16,2073,VA
42,49,NA,9,10/14/16,11/3/16,664,VA
44,46,2,3,11/1/16,11/2/16,3076,VA
40,48,3,2,10/27/16,11/2/16,1942,VA
38,45,3,9,10/29/16,11/1/16,654,VA
40,49,NA,11,10/29/16,11/1/16,654,VA
39,49,3,2,10/26/16,11/1/16,1929,VA
38,48,3,2,10/25/16,10/31/16,2089,VA
43,48,1,5,10/30/16,10/30/16,1106,VA
42,48,4,1,10/27/16,10/30/16,1024,VA
45,51,2,3,10/27/16,10/30/16,1024,VA
44,41,NA,15,10/26/16,10/30/16,802,VA
39,48,2,2,10/24/16,10/30/16,2005,VA
39,44,4,7,10/23/16,10/30/16,712,VA
43,49,NA,9,10/23/16,10/30/16,712,VA
46,50,4,NA,10/23/16,10/29/16,337,VA
39,49,2,2,10/20/16,10/28/16,2518,VA
39,48,NA,13,10/7/16,10/27/16,716,VA
39,46,3,8,10/23/16,10/26/16,814,VA
38,50,3,5,10/20/16,10/26/16,749,VA
40,53,2,5,10/20/16,10/26/16,749,VA
39,48,2,2,10/18/16,10/26/16,2739,VA
39,48,2,2,10/18/16,10/24/16,2459,VA
39,48,2,2,10/17/16,10/23/16,2063,VA
46,49,4,NA,10/16/16,10/23/16,335,VA
43,48,1,5,10/20/16,10/22/16,1787,VA
37,49,NA,14,9/30/16,10/20/16,821,VA
33,45,9,5,10/16/16,10/19/16,834,VA
38,43,3,8,10/17/16,10/18/16,802,VA
46,50,4,NA,10/9/16,10/16/16,334,VA
41,54,NA,5,10/8/16,10/16/16,1644,VA
38,49,3,2,10/8/16,10/16/16,1644,VA
38,47,2,9,10/12/16,10/15/16,500,VA
29,44,11,5,10/11/16,10/14/16,809,VA
39,49,NA,12,9/23/16,10/13/16,1075,VA
47,48,5,NA,10/2/16,10/9/16,325,VA
36,45,2,10,10/2/16,10/6/16,814,VA
39,50,NA,11,9/16/16,10/6/16,594,VA
34,46,NA,20,9/28/16,10/2/16,800,VA
50,45,4,NA,9/19/16,10/2/16,510,VA
35,42,8,3,9/27/16,9/30/16,892,VA
40,48,NA,12,9/9/16,9/29/16,1005,VA
40,46,1,5,9/27/16,9/28/16,811,VA
43,49,NA,7,9/27/16,9/28/16,811,VA
50,46,5,NA,9/12/16,9/25/16,495,VA
37,45,10,8,9/21/16,9/23/16,1237,VA
38,48,6,9,9/15/16,9/23/16,1003,VA
33,39,11,2,9/15/16,9/23/16,1003,VA
40,47,NA,13,9/2/16,9/22/16,532,VA
39,45,1,6,9/13/16,9/21/16,659,VA
43,50,0,7,9/13/16,9/21/16,659,VA
37,44,1,9,9/11/16,9/20/16,841,VA
38,47,NA,15,8/26/16,9/15/16,510,VA
37,40,5,10,9/6/16,9/12/16,685,VA
39,45,3,8,9/9/16,9/11/16,878,VA
42,50,NA,8,9/9/16,9/11/16,878,VA
41,49,NA,9,8/9/16,9/1/16,2468,VA
36,43,3,5,8/9/16,9/1/16,2468,VA
41,43,NA,16,8/24/16,8/28/16,801,VA
32,48,3,9,8/7/16,8/17/16,803,VA
36,55,NA,9,8/7/16,8/17/16,803,VA
38,50,5,8,8/9/16,8/16/16,808,VA
34,45,6,5,8/9/16,8/16/16,808,VA
43,51,5,1,8/11/16,8/14/16,707,VA
39,46,4,2,8/11/16,8/14/16,707,VA
33,46,12,9,8/4/16,8/10/16,897,VA
31,43,6,9,8/4/16,8/10/16,897,VA
37,49,2,5,8/2/16,8/5/16,1181,VA
46,42,7,5,7/26/16,7/27/16,655,VA
37,44,6,13,7/9/16,7/12/16,601,VA
37,44,6,13,7/9/16,7/12/16,601,VA
34,39,6,12,7/9/16,7/12/16,601,VA
35,44,15,7,7/5/16,7/11/16,876,VA
34,41,4,10,7/5/16,7/11/16,876,VA
39,39,NA,22,7/6/16,7/10/16,805,VA
39,42,2,10,6/13/16,6/15/16,1032,VA
45,48,NA,7,6/13/16,6/15/16,1032,VA
41,45,14,NA,5/24/16,5/24/16,1728,VA
38,44,12,NA,5/24/16,5/24/16,1728,VA
38,38,11,13,5/9/16,5/17/16,610,VA
35,44,14,8,3/23/16,4/3/16,1102,VA
35,52,NA,13,1/18/16,1/26/16,524,VA
36,50,NA,14,11/9/15,11/13/15,555,VA
40,47,8,6,9/29/15,10/8/15,1067,VA
32,45,NA,23,8/10/15,8/20/15,608,VA
39,49,NA,12,7/13/15,7/15/15,1170,VA
25,61,12,2,11/1/16,11/7/16,454,VT
33,62,NA,5,10/30/16,11/6/16,305,VT
27,60,11,2,10/30/16,11/6/16,447,VT
25,59,14,2,10/29/16,11/4/16,470,VT
24,57,17,2,10/28/16,11/3/16,449,VT
24,55,17,4,10/27/16,11/2/16,424,VT
26,54,15,4,10/26/16,11/1/16,428,VT
25,53,18,4,10/25/16,10/31/16,436,VT
25,51,19,4,10/24/16,10/30/16,422,VT
34,63,NA,4,10/23/16,10/29/16,304,VT
25,53,18,4,10/20/16,10/28/16,479,VT
24,53,18,4,10/18/16,10/26/16,502,VT
23,54,20,3,10/18/16,10/24/16,446,VT
24,53,20,3,10/17/16,10/23/16,382,VT
34,63,NA,4,10/16/16,10/23/16,305,VT
33,63,4,NA,10/9/16,10/16/16,304,VT
17,45,24,14,9/29/16,10/14/16,579,VT
33,62,5,NA,10/2/16,10/9/16,316,VT
35,61,4,NA,9/19/16,10/2/16,464,VT
36,60,4,NA,9/12/16,9/25/16,465,VT
28,56,NA,16,8/9/16,9/1/16,550,VT
24,45,21,9,8/9/16,9/1/16,550,VT
17,39,31,13,7/11/16,7/23/16,637,VT
33,51,13,3,11/1/16,11/7/16,1451,WA
36,51,6,7,11/4/16,11/6/16,402,WA
39,56,6,NA,10/30/16,11/6/16,328,WA
34,51,12,3,10/30/16,11/6/16,1292,WA
38,47,NA,15,10/17/16,11/6/16,863,WA
34,52,12,2,10/29/16,11/4/16,1205,WA
34,53,12,2,10/28/16,11/3/16,944,WA
39,46,NA,15,10/14/16,11/3/16,870,WA
38,50,9,4,10/31/16,11/2/16,681,WA
34,54,12,1,10/27/16,11/2/16,807,WA
34,54,10,2,10/26/16,11/1/16,698,WA
34,53,11,2,10/25/16,10/31/16,745,WA
34,53,12,2,10/24/16,10/30/16,699,WA
43,53,4,NA,10/23/16,10/29/16,327,WA
34,52,12,2,10/20/16,10/28/16,793,WA
37,47,NA,16,10/7/16,10/27/16,929,WA
34,51,12,2,10/18/16,10/26/16,782,WA
34,51,12,2,10/18/16,10/24/16,687,WA
34,50,14,2,10/17/16,10/23/16,546,WA
43,53,4,NA,10/16/16,10/23/16,332,WA
42,46,NA,12,9/30/16,10/20/16,724,WA
42,54,4,NA,10/9/16,10/16/16,320,WA
39,53,NA,22,10/6/16,10/13/16,750,WA
37,47,NA,16,9/23/16,10/13/16,905,WA
42,53,5,NA,10/2/16,10/9/16,326,WA
33,51,NA,16,9/16/16,10/6/16,504,WA
33,50,10,7,9/29/16,10/3/16,500,WA
31,47,17,6,9/29/16,10/3/16,500,WA
44,52,5,NA,9/19/16,10/2/16,496,WA
35,49,NA,16,9/9/16,9/29/16,788,WA
43,52,5,NA,9/12/16,9/25/16,488,WA
35,49,NA,16,9/2/16,9/22/16,705,WA
37,47,NA,16,8/26/16,9/15/16,733,WA
28,38,20,14,9/12/16,9/14/16,505,WA
37,53,NA,10,8/9/16,9/1/16,722,WA
31,41,23,5,8/9/16,9/1/16,722,WA
24,43,11,22,8/9/16,8/13/16,500,WA
37,49,NA,13,6/14/16,6/15/16,679,WA
42,44,4,3,11/1/16,11/7/16,2246,WI
43,51,6,NA,10/30/16,11/6/16,372,WI
43,44,4,3,10/30/16,11/6/16,1943,WI
40,46,NA,14,10/17/16,11/6/16,842,WI
43,44,3,3,10/29/16,11/4/16,1869,WI
43,45,3,3,10/28/16,11/3/16,1568,WI
40,47,NA,13,10/14/16,11/3/16,884,WI
41,49,3,4,11/1/16,11/2/16,2720,WI
42,44,3,3,10/27/16,11/2/16,1271,WI
38,44,2,9,10/31/16,11/1/16,500,WI
41,48,NA,10,10/31/16,11/1/16,891,WI
42,44,3,3,10/26/16,11/1/16,1103,WI
40,46,10,4,10/26/16,10/31/16,1255,WI
42,44,4,3,10/25/16,10/31/16,1195,WI
42,46,3,5,10/30/16,10/30/16,1772,WI
41,45,4,3,10/24/16,10/30/16,1059,WI
46,51,3,NA,10/23/16,10/29/16,365,WI
42,43,4,3,10/20/16,10/28/16,1338,WI
42,47,NA,11,10/7/16,10/27/16,563,WI
42,43,3,3,10/18/16,10/26/16,1524,WI
41,43,3,3,10/18/16,10/24/16,1351,WI
42,43,2,3,10/17/16,10/23/16,1140,WI
46,51,3,NA,10/16/16,10/23/16,364,WI
41,46,2,6,10/20/16,10/22/16,1795,WI
42,45,NA,13,9/30/16,10/20/16,646,WI
38,50,NA,12,10/18/16,10/19/16,804,WI
40,47,3,5,10/15/16,10/18/16,403,WI
39,47,6,7,10/13/16,10/16/16,664,WI
46,51,3,NA,10/9/16,10/16/16,361,WI
44,48,NA,8,10/8/16,10/16/16,1076,WI
38,43,4,3,10/8/16,10/16/16,1076,WI
37,42,NA,21,9/23/16,10/13/16,810,WI
42,46,8,4,10/6/16,10/9/16,878,WI
37,44,5,5,10/6/16,10/9/16,878,WI
46,51,4,NA,10/2/16,10/9/16,349,WI
39,43,3,11,10/5/16,10/7/16,993,WI
42,46,NA,12,9/16/16,10/6/16,866,WI
37,47,7,9,10/4/16,10/5/16,500,WI
35,43,2,12,10/4/16,10/5/16,500,WI
47,50,3,NA,9/19/16,10/2/16,575,WI
42,42,NA,16,9/9/16,9/29/16,751,WI
46,50,4,NA,9/12/16,9/25/16,553,WI
41,41,NA,18,9/2/16,9/22/16,685,WI
42,44,8,5,9/15/16,9/18/16,642,WI
38,41,4,6,9/15/16,9/18/16,642,WI
40,43,NA,17,8/26/16,9/15/16,695,WI
44,46,NA,11,8/9/16,9/1/16,2687,WI
37,39,4,7,8/9/16,9/1/16,2687,WI
38,43,4,8,8/27/16,8/30/16,404,WI
42,45,7,4,8/25/16,8/28/16,650,WI
38,41,7,5,8/25/16,8/28/16,650,WI
41,48,NA,12,8/26/16,8/27/16,1054,WI
37,52,7,3,8/4/16,8/7/16,683,WI
34,47,5,4,8/4/16,8/7/16,683,WI
41,45,9,6,7/7/16,7/10/16,665,WI
37,43,5,7,7/7/16,7/10/16,665,WI
36,41,11,12,6/21/16,6/24/16,993,WI
39,47,NA,14,6/22/16,6/23/16,843,WI
36,47,7,10,6/11/16,6/20/16,300,WI
32,44,3,5,6/11/16,6/20/16,300,WI
37,46,13,4,6/9/16,6/12/16,666,WI
31,43,NA,NA,5/10/16,5/12/16,600,WI
34,46,12,9,4/12/16,4/15/16,616,WI
37,47,NA,17,3/30/16,4/3/16,1198,WI
35,49,6,10,3/28/16,3/30/16,1602,WI
37,47,12,5,3/24/16,3/28/16,1405,WI
37,48,11,6,2/18/16,2/21/16,802,WI
38,47,9,6,1/21/16,1/24/16,806,WI
38,48,9,5,11/12/15,11/15/15,803,WI
39,50,NA,11,10/14/15,10/17/15,603,WI
36,50,9,4,9/24/15,9/28/15,803,WI
35,51,10,4,8/13/15,8/16/15,802,WI
56,29,10,5,11/1/16,11/7/16,472,WV
56,34,10,NA,10/30/16,11/6/16,309,WV
57,27,11,6,10/30/16,11/6/16,443,WV
58,34,NA,8,10/17/16,11/6/16,422,WV
57,27,10,5,10/29/16,11/4/16,433,WV
57,27,10,6,10/28/16,11/3/16,386,WV
58,35,NA,7,10/14/16,11/3/16,408,WV
59,27,8,5,10/27/16,11/2/16,330,WV
55,29,12,4,10/26/16,11/1/16,318,WV
58,27,12,3,10/25/16,10/31/16,321,WV
59,27,12,2,10/24/16,10/30/16,294,WV
59,36,5,NA,10/23/16,10/29/16,311,WV
61,28,10,1,10/20/16,10/28/16,375,WV
56,37,NA,7,10/7/16,10/27/16,294,WV
60,29,10,1,10/18/16,10/26/16,410,WV
61,29,9,1,10/18/16,10/24/16,379,WV
61,28,11,0,10/17/16,10/23/16,316,WV
59,36,5,NA,10/16/16,10/23/16,311,WV
56,39,NA,5,9/30/16,10/20/16,324,WV
58,36,6,NA,10/9/16,10/16/16,310,WV
54,41,NA,5,9/23/16,10/13/16,360,WV
58,37,6,NA,10/2/16,10/9/16,308,WV
55,36,NA,9,9/16/16,10/6/16,371,WV
61,34,5,NA,9/19/16,10/2/16,480,WV
53,33,NA,14,9/9/16,9/29/16,351,WV
59,35,6,NA,9/12/16,9/25/16,466,WV
52,35,NA,13,9/2/16,9/22/16,301,WV
60,28,NA,12,9/13/16,9/17/16,500,WV
49,39,NA,12,8/26/16,9/15/16,295,WV
57,33,NA,10,8/9/16,9/1/16,698,WV
52,27,16,5,8/9/16,9/1/16,698,WV
49,31,14,6,8/9/16,8/28/16,435,WV
57,30,NA,13,4/29/16,5/1/16,1201,WV
53,30,NA,17,8/24/15,8/25/15,406,WV
67,28,NA,5,10/30/16,11/6/16,320,WY
62,22,12,4,10/25/16,10/31/16,251,WY
62,23,10,5,10/24/16,10/30/16,251,WY
65,30,NA,5,10/23/16,10/29/16,311,WY
60,24,12,4,10/20/16,10/28/16,375,WY
59,25,12,4,10/18/16,10/26/16,388,WY
59,25,11,5,10/18/16,10/24/16,361,WY
57,25,13,5,10/17/16,10/23/16,311,WY
65,30,NA,5,10/16/16,10/23/16,309,WY
64,30,6,NA,10/9/16,10/16/16,311,WY
63,30,6,NA,10/2/16,10/9/16,309,WY
65,29,5,NA,9/19/16,10/2/16,462,WY
65,29,6,NA,9/12/16,9/25/16,461,WY
54,19,12,15,9/6/16,9/11/16,402,WY
65,27,NA,8,8/9/16,9/1/16,727,WY
57,21,18,4,8/9/16,9/1/16,727,WY
