trump,clinton,other,undecided,start_date,end_date,observations,state
51,45,4,NA,10/9/16,10/16/16,359,MO
48,36,NA,16,9/23/16,10/13/16,812,MO
46,41,8,5,10/9/16,10/11/16,406,MO
51,45,5,NA,10/2/16,10/9/16,378,MO
49,37,NA,14,9/16/16,10/6/16,871,MO
53,44,4,NA,9/19/16,10/2/16,570,MO
48,36,NA,16,9/9/16,9/29/16,708,MO
52,44,5,NA,9/12/16,9/25/16,571,MO
46,37,9,7,9/21/16,9/23/16,1087,MO
51,35,NA,14,9/2/16,9/22/16,660,MO
53,36,NA,11,8/26/16,9/15/16,693,MO
51,41,NA,9,8/9/16,9/1/16,1801,MO
43,34,19,4,8/9/16,9/1/16,1801,MO
47,41,NA,11,8/26/16,8/27/16,1055,MO
44,43,9,5,8/19/16,8/22/16,401,MO
45,42,NA,13,8/8/16,8/9/16,947,MO
40,41,10,9,7/23/16,7/24/16,625,MO
47,37,8,7,7/20/16,7/24/16,1943,MO
46,36,8,10,7/11/16,7/12/16,959,MO
50,40,NA,10,7/11/16,7/12/16,959,MO
40,42,8,11,3/17/16,3/24/16,674,MO
43,38,NA,19,3/3/16,3/10/16,475,MO
48,39,NA,13,8/7/15,8/9/15,859,MO
50,42,6,2,11/1/16,11/7/16,719,MS
54,42,4,NA,10/30/16,11/6/16,330,MS
50,41,6,2,10/30/16,11/6/16,676,MS
53,36,NA,11,10/17/16,11/6/16,388,MS
50,40,7,3,10/29/16,11/4/16,704,MS
49,40,8,3,10/28/16,11/3/16,673,MS
54,34,NA,12,10/14/16,11/3/16,377,MS
48,40,9,3,10/27/16,11/2/16,676,MS
47,41,9,3,10/26/16,11/1/16,623,MS
48,41,9,3,10/25/16,10/31/16,648,MS
47,42,8,3,10/24/16,10/30/16,635,MS
55,42,4,NA,10/23/16,10/29/16,313,MS
49,42,6,2,10/20/16,10/28/16,819,MS
52,33,NA,15,10/7/16,10/27/16,390,MS
50,42,5,2,10/18/16,10/26/16,800,MS
50,42,6,2,10/18/16,10/24/16,704,MS
51,43,3,2,10/17/16,10/23/16,599,MS
54,42,4,NA,10/16/16,10/23/16,320,MS
52,37,NA,11,9/30/16,10/20/16,367,MS
54,42,4,NA,10/9/16,10/16/16,322,MS
49,41,NA,10,9/23/16,10/13/16,404,MS
54,42,5,NA,10/2/16,10/9/16,324,MS
51,40,NA,9,9/16/16,10/6/16,405,MS
57,40,4,NA,9/19/16,10/2/16,528,MS
49,38,NA,13,9/9/16,9/29/16,385,MS
55,41,5,NA,9/12/16,9/25/16,512,MS
50,38,NA,12,9/2/16,9/22/16,365,MS
51,37,NA,12,8/26/16,9/15/16,348,MS
48,46,NA,6,8/9/16,9/1/16,823,MS
46,43,6,5,8/9/16,9/1/16,823,MS
46,43,NA,11,3/28/16,3/30/16,625,MS
52,30,15,4,11/1/16,11/7/16,449,MT
54,41,6,NA,10/30/16,11/6/16,339,MT
53,31,13,3,10/30/16,11/6/16,410,MT
53,32,12,3,10/29/16,11/4/16,430,MT
53,34,11,2,10/28/16,11/3/16,403,MT
51,34,13,3,10/27/16,11/2/16,376,MT
50,34,13,2,10/26/16,11/1/16,385,MT
49,36,12,2,10/25/16,10/31/16,405,MT
48,38,12,2,10/24/16,10/30/16,382,MT
55,41,5,NA,10/23/16,10/29/16,340,MT
51,35,11,3,10/20/16,10/28/16,490,MT
51,35,11,3,10/18/16,10/26/16,549,MT
52,35,9,4,10/18/16,10/24/16,475,MT
51,35,11,4,10/17/16,10/23/16,410,MT
55,41,5,NA,10/16/16,10/23/16,339,MT
55,41,5,NA,10/9/16,10/16/16,329,MT
43,27,9,20,10/3/16,10/10/16,590,MT
54,40,6,NA,10/2/16,10/9/16,496,MT
57,39,4,NA,9/19/16,10/2/16,647,MT
58,38,5,NA,9/12/16,9/25/16,493,MT
51,38,NA,12,8/9/16,9/1/16,999,MT
44,31,19,7,8/9/16,9/1/16,999,MT
41,48,NA,3,11/1/16,11/7/16,3126,NC
44,44,2,6,11/4/16,11/6/16,800,NC
45,47,2,4,11/3/16,11/6/16,870,NC
45,48,3,4,11/3/16,11/6/16,870,NC
48,47,6,NA,10/30/16,11/6/16,357,NC
41,48,3,NA,10/30/16,11/6/16,2865,NC
47,46,NA,7,10/17/16,11/6/16,650,NC
41,48,NA,3,10/29/16,11/4/16,2765,NC
42,48,NA,3,10/28/16,11/3/16,2292,NC
48,47,NA,5,10/14/16,11/3/16,660,NC
48,45,1,2,11/1/16,11/2/16,2596,NC
41,49,NA,3,10/27/16,11/2/16,1886,NC
47,49,NA,4,10/31/16,11/1/16,1169,NC
44,47,1,5,10/27/16,11/1/16,602,NC
46,48,2,4,10/27/16,11/1/16,602,NC
42,49,NA,2,10/26/16,11/1/16,1617,NC
51,44,NA,3,10/28/16,10/31/16,659,NC
44,47,NA,2,10/25/16,10/31/16,1574,NC
47,45,1,4,10/30/16,10/30/16,1176,NC
43,47,NA,2,10/24/16,10/30/16,1383,NC
48,48,4,NA,10/23/16,10/29/16,351,NC
45,48,2,2,10/26/16,10/28/16,992,NC
43,48,NA,2,10/20/16,10/28/16,1797,NC
41,42,2,12,10/23/16,10/27/16,710,NC
44,48,NA,8,10/7/16,10/27/16,1285,NC
44,50,5,2,10/25/16,10/26/16,780,NC
41,47,2,2,10/25/16,10/26/16,780,NC
43,47,1,4,10/20/16,10/26/16,702,NC
44,50,1,4,10/20/16,10/26/16,702,NC
43,48,NA,3,10/18/16,10/26/16,2001,NC
43,47,NA,3,10/18/16,10/24/16,1825,NC
39,46,1,6,10/20/16,10/23/16,792,NC
41,49,5,5,10/20/16,10/23/16,792,NC
46,47,1,2,10/20/16,10/23/16,402,NC
42,48,NA,6,10/17/16,10/23/16,1546,NC
47,49,4,NA,10/16/16,10/23/16,356,NC
44,47,NA,5,10/21/16,10/22/16,875,NC
46,49,NA,5,10/21/16,10/22/16,875,NC
47,44,1,5,10/20/16,10/22/16,1764,NC
43,47,NA,10,9/30/16,10/20/16,755,NC
43,45,5,7,10/6/16,10/19/16,1233,NC
43,45,3,5,10/6/16,10/19/16,1233,NC
41,42,2,7,10/17/16,10/18/16,924,NC
43,45,1,6,10/14/16,10/17/16,600,NC
44,46,NA,4,10/14/16,10/17/16,651,NC
46,48,NA,6,10/14/16,10/17/16,651,NC
48,48,4,NA,10/9/16,10/16/16,350,NC
43,51,NA,7,10/8/16,10/16/16,1191,NC
40,46,3,3,10/8/16,10/16/16,1191,NC
47,48,1,0,10/10/16,10/15/16,788,NC
48,50,2,0,10/10/16,10/15/16,788,NC
42,46,NA,12,9/23/16,10/13/16,2059,NC
43,48,6,3,10/10/16,10/12/16,743,NC
41,45,2,3,10/10/16,10/12/16,743,NC
43,45,NA,7,10/10/16,10/12/16,500,NC
47,48,5,NA,10/2/16,10/9/16,514,NC
42,43,NA,6,10/1/16,10/6/16,479,NC
43,44,NA,13,9/16/16,10/6/16,600,NC
44,46,NA,6,9/29/16,10/3/16,656,NC
45,46,4,5,9/29/16,10/2/16,805,NC
43,44,2,5,9/29/16,10/2/16,805,NC
43,46,1,3,9/27/16,10/2/16,507,NC
46,49,0,4,9/27/16,10/2/16,507,NC
50,46,5,NA,9/19/16,10/2/16,773,NC
39,45,1,6,9/27/16,9/30/16,660,NC
44,48,NA,8,9/9/16,9/29/16,1014,NC
42,44,NA,7,9/27/16,9/28/16,861,NC
45,49,NA,7,9/27/16,9/28/16,861,NC
49,46,5,NA,9/12/16,9/25/16,610,NC
35,38,10,11,9/18/16,9/22/16,487,NC
42,43,NA,6,9/17/16,9/22/16,404,NC
43,49,NA,8,9/2/16,9/22/16,520,NC
45,40,1,8,9/18/16,9/20/16,734,NC
47,42,1,10,9/18/16,9/20/16,734,NC
45,43,NA,7,9/18/16,9/20/16,1024,NC
47,47,NA,6,9/18/16,9/20/16,1024,NC
43,45,2,11,9/16/16,9/19/16,782,NC
41,41,3,5,9/16/16,9/19/16,782,NC
40,44,3,3,9/10/16,9/19/16,400,NC
44,43,1,6,9/12/16,9/16/16,644,NC
44,46,NA,10,8/26/16,9/15/16,917,NC
42,42,NA,9,9/11/16,9/12/16,600,NC
44,41,NA,11,9/5/16,9/7/16,500,NC
43,47,2,8,8/29/16,9/7/16,751,NC
38,42,0,5,8/29/16,9/7/16,751,NC
42,46,3,4,8/30/16,9/2/16,1088,NC
46,46,NA,8,8/9/16,9/1/16,2552,NC
41,40,4,5,8/9/16,9/1/16,2552,NC
44,45,NA,12,8/26/16,8/27/16,1177,NC
42,44,1,6,8/20/16,8/23/16,401,NC
47,48,4,1,8/18/16,8/23/16,803,NC
45,45,2,0,8/18/16,8/23/16,803,NC
43,44,NA,13,8/15/16,8/17/16,723,NC
39,38,2,10,8/15/16,8/17/16,723,NC
39,48,7,7,8/4/16,8/10/16,921,NC
36,45,3,7,8/4/16,8/10/16,921,NC
41,43,2,8,8/5/16,8/7/16,830,NC
46,47,NA,7,8/5/16,8/7/16,830,NC
46,42,NA,7,7/31/16,8/2/16,400,NC
51,41,NA,8,7/31/16,8/2/16,400,NC
38,44,12,6,7/5/16,7/11/16,907,NC
36,42,4,11,7/5/16,7/11/16,907,NC
42,44,6,7,6/21/16,6/24/16,988,NC
43,43,6,7,6/20/16,6/21/16,947,NC
48,46,NA,5,6/20/16,6/21/16,947,NC
41,51,5,3,6/11/16,6/20/16,300,NC
38,48,5,4,6/11/16,6/20/16,300,NC
39,36,10,11,5/21/16,5/23/16,600,NC
43,41,5,11,5/20/16,5/22/16,928,NC
47,43,NA,9,5/20/16,5/22/16,928,NC
37,49,2,12,4/23/16,4/25/16,600,NC
44,44,NA,12,4/22/16,4/24/16,960,NC
39,45,14,3,4/10/16,4/15/16,621,NC
42,44,NA,14,3/18/16,3/20/16,843,NC
49,42,NA,9,3/9/16,3/10/16,1576,NC
41,47,9,4,2/15/16,2/19/16,1530,NC
44,43,NA,13,2/14/16,2/16/16,1291,NC
45,43,NA,13,2/14/16,2/16/16,1250,NC
45,43,NA,12,1/18/16,1/19/16,948,NC
47,43,NA,10,12/5/15,12/7/15,1214,NC
40,50,8,3,10/29/15,11/2/15,1040,NC
48,42,NA,10,10/23/15,10/25/15,893,NC
43,47,NA,11,9/28/15,9/30/15,600,NC
47,42,NA,12,9/24/15,9/27/15,1268,NC
40,47,10,3,9/17/15,9/21/15,1075,NC
45,42,NA,14,8/12/15,8/16/15,957,NC
44,47,NA,9,7/2/15,7/6/15,529,NC
57,29,11,2,11/1/16,11/7/16,313,ND
55,39,7,NA,10/30/16,11/6/16,307,ND
57,29,13,1,10/30/16,11/6/16,288,ND
57,29,13,1,10/29/16,11/4/16,287,ND
56,29,13,1,10/28/16,11/3/16,276,ND
55,31,12,3,10/27/16,11/2/16,260,ND
54,32,12,3,10/26/16,11/1/16,254,ND
53,31,13,2,10/25/16,10/31/16,279,ND
55,32,11,2,10/24/16,10/30/16,260,ND
57,37,7,NA,10/23/16,10/29/16,306,ND
54,31,11,4,10/20/16,10/28/16,333,ND
52,31,13,4,10/18/16,10/26/16,372,ND
49,31,15,5,10/18/16,10/24/16,339,ND
50,30,15,5,10/17/16,10/23/16,294,ND
56,37,7,NA,10/16/16,10/23/16,309,ND
56,37,8,NA,10/9/16,10/16/16,314,ND
55,37,8,NA,10/2/16,10/9/16,314,ND
57,36,8,NA,9/19/16,10/2/16,480,ND
57,36,8,NA,9/12/16,9/25/16,487,ND
43,32,9,16,9/12/16,9/17/16,400,ND
60,32,NA,8,8/9/16,9/1/16,549,ND
51,26,18,5,8/9/16,9/1/16,549,ND
52,35,10,3,11/1/16,11/7/16,988,NE
56,38,6,NA,10/30/16,11/6/16,340,NE
52,34,10,3,10/30/16,11/6/16,873,NE
53,32,NA,15,10/17/16,11/6/16,350,NE
52,34,10,4,10/29/16,11/4/16,840,NE
51,35,10,4,10/28/16,11/3/16,707,NE
53,31,NA,16,10/14/16,11/3/16,338,NE
50,34,12,4,10/27/16,11/2/16,599,NE
52,33,13,3,10/26/16,11/1/16,440,NE
52,32,13,2,10/25/16,10/31/16,412,NE
51,33,14,2,10/24/16,10/30/16,328,NE
58,38,4,NA,10/23/16,10/29/16,334,NE
53,32,13,2,10/20/16,10/28/16,440,NE
50,35,NA,15,10/7/16,10/27/16,332,NE
51,32,15,2,10/18/16,10/26/16,513,NE
52,33,14,2,10/18/16,10/24/16,461,NE
51,33,14,2,10/17/16,10/23/16,394,NE
58,38,4,NA,10/16/16,10/23/16,337,NE
47,35,NA,18,9/30/16,10/20/16,326,NE
57,39,4,NA,10/9/16,10/16/16,333,NE
49,33,NA,18,9/23/16,10/13/16,386,NE
57,39,5,NA,10/2/16,10/9/16,351,NE
48,32,NA,20,9/16/16,10/6/16,356,NE
59,37,4,NA,9/19/16,10/2/16,541,NE
51,33,NA,16,9/9/16,9/29/16,324,NE
59,37,5,NA,9/12/16,9/25/16,529,NE
54,31,NA,15,9/2/16,9/22/16,277,NE
51,32,NA,17,8/26/16,9/15/16,267,NE
49,38,NA,13,8/9/16,9/1/16,983,NE
42,32,20,6,8/9/16,9/1/16,983,NE
38,47,2,3,11/1/16,11/7/16,696,NH
38,49,3,4,11/3/16,11/6/16,692,NH
43,49,8,NA,10/30/16,11/6/16,310,NH
38,49,3,3,10/30/16,11/6/16,672,NH
42,44,NA,14,10/17/16,11/6/16,316,NH
38,48,2,3,10/29/16,11/4/16,662,NH
37,47,3,3,10/28/16,11/3/16,672,NH
40,46,NA,14,10/14/16,11/3/16,306,NH
43,41,5,3,11/1/16,11/2/16,1001,NH
42,42,2,9,10/31/16,11/2/16,500,NH
48,43,1,4,10/31/16,11/2/16,600,NH
44,44,3,4,10/28/16,11/2/16,695,NH
45,44,2,10,10/28/16,11/2/16,695,NH
37,47,2,3,10/27/16,11/2/16,658,NH
43,48,NA,9,10/31/16,11/1/16,781,NH
40,39,3,7,10/29/16,11/1/16,500,NH
44,42,7,7,10/29/16,11/1/16,500,NH
35,49,2,4,10/26/16,11/1/16,635,NH
35,48,3,3,10/25/16,10/31/16,659,NH
39,46,4,5,10/26/16,10/30/16,618,NH
36,46,3,3,10/24/16,10/30/16,635,NH
47,50,4,NA,10/23/16,10/29/16,307,NH
36,48,3,2,10/20/16,10/28/16,825,NH
40,44,NA,16,10/7/16,10/27/16,264,NH
35,49,3,2,10/18/16,10/26/16,861,NH
42,46,2,4,10/22/16,10/25/16,401,NH
39,47,12,2,10/20/16,10/24/16,768,NH
36,45,6,3,10/20/16,10/24/16,768,NH
37,49,2,2,10/18/16,10/24/16,779,NH
37,49,2,2,10/17/16,10/23/16,683,NH
46,50,4,NA,10/16/16,10/23/16,310,NH
38,43,8,4,10/17/16,10/21/16,772,NH
39,45,NA,16,9/30/16,10/20/16,262,NH
34,49,7,3,10/11/16,10/17/16,755,NH
46,50,4,NA,10/9/16,10/16/16,308,NH
43,50,NA,8,10/8/16,10/16/16,569,NH
36,47,4,2,10/8/16,10/16/16,569,NH
42,46,NA,12,9/23/16,10/13/16,282,NH
38,41,3,7,10/10/16,10/12/16,501,NH
41,46,6,6,10/10/16,10/12/16,501,NH
39,45,4,4,10/7/16,10/11/16,517,NH
45,50,5,NA,10/2/16,10/9/16,309,NH
40,49,NA,11,9/16/16,10/6/16,293,NH
42,44,1,8,10/3/16,10/5/16,500,NH
38,46,3,6,9/29/16,10/2/16,500,NH
48,48,4,NA,9/19/16,10/2/16,491,NH
35,42,4,6,9/27/16,9/29/16,502,NH
38,47,7,8,9/27/16,9/29/16,502,NH
41,47,NA,12,9/9/16,9/29/16,276,NH
37,43,5,4,9/25/16,9/27/16,600,NH
40,46,NA,13,9/25/16,9/27/16,600,NH
42,46,1,5,9/20/16,9/25/16,522,NH
47,48,5,NA,9/12/16,9/25/16,493,NH
36,51,NA,13,9/2/16,9/22/16,283,NH
38,47,2,3,9/17/16,9/20/16,400,NH
39,48,NA,13,8/26/16,9/15/16,269,NH
41,42,13,3,9/6/16,9/8/16,737,NH
37,39,4,5,9/6/16,9/8/16,737,NH
40,49,NA,11,8/9/16,9/1/16,1218,NH
34,40,6,6,8/9/16,9/1/16,1218,NH
41,46,NA,13,8/30/16,8/31/16,585,NH
40,46,NA,14,8/26/16,8/28/16,977,NH
36,45,14,5,8/20/16,8/28/16,433,NH
32,43,7,5,8/20/16,8/28/16,433,NH
36,45,6,7,8/10/16,8/12/16,990,NH
31,41,3,13,8/7/16,8/8/16,820,NH
32,47,3,9,7/29/16,8/1/16,609,NH
48,39,NA,14,7/19/16,7/21/16,1166,NH
37,39,18,6,7/9/16,7/18/16,532,NH
37,37,10,6,7/9/16,7/18/16,532,NH
42,47,4,7,6/24/16,6/28/16,533,NH
39,43,NA,18,6/22/16,6/23/16,578,NH
43,44,9,3,6/11/16,6/20/16,300,NH
41,41,5,4,6/11/16,6/20/16,300,NH
44,44,NA,12,5/25/16,5/28/16,405,NH
42,44,7,7,5/12/16,5/15/16,501,NH
31,50,15,4,4/7/16,4/17/16,533,NH
29,34,NA,37,4/11/16,4/16/16,362,NH
39,47,10,4,2/20/16,2/28/16,628,NH
40,45,NA,15,2/5/16,2/7/16,1411,NH
39,45,NA,16,2/4/16,2/6/16,1413,NH
39,48,10,3,1/13/16,1/18/16,885,NH
44,45,NA,11,1/2/16,1/7/16,957,NH
36,50,NA,14,1/4/16,1/6/16,1036,NH
41,47,NA,12,11/30/15,12/2/15,990,NH
40,47,2,10,11/15/15,11/17/15,804,NH
38,45,NA,17,11/6/15,11/16/15,530,NH
41,47,NA,12,10/16/15,10/18/15,880,NH
45,48,NA,8,9/23/15,9/30/15,1044,NH
42,50,3,5,9/17/15,9/23/15,743,NH
45,46,NA,8,8/26/15,9/2/15,910,NH
44,46,NA,10,8/21/15,8/24/15,841,NH
40,50,2,7,7/22/15,7/30/15,652,NH
37,52,8,3,11/1/16,11/7/16,1377,NJ
41,55,4,NA,10/30/16,11/6/16,348,NJ
37,53,8,3,10/30/16,11/6/16,1206,NJ
38,48,NA,14,10/17/16,11/6/16,658,NJ
37,53,8,3,10/29/16,11/4/16,1119,NJ
37,55,6,2,10/28/16,11/3/16,943,NJ
36,50,NA,14,10/14/16,11/3/16,662,NJ
40,51,5,6,10/27/16,11/2/16,678,NJ
38,54,6,2,10/27/16,11/2/16,823,NJ
36,55,7,3,10/26/16,11/1/16,719,NJ
35,55,7,3,10/25/16,10/31/16,724,NJ
34,55,8,4,10/24/16,10/30/16,674,NJ
40,57,3,NA,10/23/16,10/29/16,353,NJ
34,54,9,3,10/20/16,10/28/16,734,NJ
34,51,NA,15,10/7/16,10/27/16,774,NJ
35,53,9,3,10/18/16,10/26/16,703,NJ
36,52,9,3,10/18/16,10/24/16,590,NJ
36,52,9,2,10/17/16,10/23/16,470,NJ
40,57,3,NA,10/16/16,10/23/16,355,NJ
32,53,NA,15,9/30/16,10/20/16,906,NJ
40,51,4,5,10/12/16,10/16/16,579,NJ
35,49,12,5,10/12/16,10/16/16,293,NJ
39,57,4,NA,10/9/16,10/16/16,338,NJ
32,50,NA,18,9/23/16,10/13/16,1084,NJ
39,57,4,NA,10/2/16,10/9/16,339,NJ
34,49,NA,17,9/16/16,10/6/16,595,NJ
41,55,4,NA,9/19/16,10/2/16,568,NJ
40,46,9,5,9/22/16,9/29/16,638,NJ
34,47,NA,19,9/9/16,9/29/16,606,NJ
40,56,4,NA,9/12/16,9/25/16,560,NJ
32,50,NA,18,9/2/16,9/22/16,953,NJ
33,49,NA,18,8/26/16,9/15/16,982,NJ
29,50,15,7,9/6/16,9/10/16,726,NJ
35,59,6,1,9/6/16,9/10/16,718,NJ
38,53,NA,9,8/9/16,9/1/16,912,NJ
34,49,11,5,8/9/16,9/1/16,912,NJ
32,44,15,9,6/22/16,6/26/16,349,NJ
31,52,5,11,6/22/16,6/26/16,363,NJ
34,49,8,8,5/31/16,6/3/16,1194,NJ
34,38,11,17,5/23/16,5/27/16,703,NJ
31,37,15,16,5/23/16,5/27/16,703,NJ
37,48,7,8,5/18/16,5/22/16,702,NJ
38,45,3,13,5/10/16,5/16/16,1989,NJ
36,50,11,3,4/1/16,4/8/16,738,NJ
38,40,4,2,11/1/16,11/7/16,749,NM
38,47,15,NA,10/30/16,11/6/16,330,NM
36,40,6,2,10/30/16,11/6/16,768,NM
38,41,NA,21,10/17/16,11/6/16,275,NM
36,41,4,2,10/29/16,11/4/16,810,NM
40,45,3,2,11/1/16,11/3/16,504,NM
36,41,4,3,10/28/16,11/3/16,794,NM
42,45,NA,13,10/14/16,11/3/16,271,NM
43,46,3,1,11/1/16,11/2/16,1102,NM
35,40,4,3,10/27/16,11/2/16,820,NM
31,39,2,7,10/28/16,11/1/16,567,NM
34,42,3,2,10/26/16,11/1/16,900,NM
34,44,3,2,10/25/16,10/31/16,987,NM
33,45,1,2,10/24/16,10/30/16,892,NM
44,50,5,NA,10/23/16,10/29/16,322,NM
35,43,2,1,10/20/16,10/28/16,1141,NM
34,42,2,2,10/18/16,10/26/16,1175,NM
34,41,2,2,10/18/16,10/24/16,1095,NM
33,41,3,1,10/17/16,10/23/16,958,NM
44,51,5,NA,10/16/16,10/23/16,320,NM
44,51,6,NA,10/9/16,10/16/16,324,NM
39,50,NA,10,10/8/16,10/16/16,889,NM
33,41,5,2,10/8/16,10/16/16,889,NM
36,44,NA,20,9/23/16,10/13/16,263,NM
43,51,6,NA,10/2/16,10/9/16,330,NM
36,49,NA,15,9/16/16,10/6/16,263,NM
33,46,4,3,9/28/16,10/2/16,594,NM
45,50,5,NA,9/19/16,10/2/16,507,NM
34,44,14,8,9/27/16,9/29/16,501,NM
31,35,3,6,9/27/16,9/29/16,501,NM
45,50,6,NA,9/12/16,9/25/16,488,NM
37,51,NA,13,8/9/16,9/1/16,1788,NM
29,37,5,4,8/9/16,9/1/16,1788,NM
31,40,4,9,8/19/16,8/21/16,1103,NM
33,41,NA,12,5/13/16,5/15/16,802,NM
43,45,NA,3,11/1/16,11/7/16,1207,NV
42,42,3,9,11/4/16,11/6/16,387,NV
46,49,5,NA,10/30/16,11/6/16,323,NV
43,44,NA,3,10/30/16,11/6/16,1124,NV
42,45,NA,13,10/17/16,11/6/16,571,NV
43,42,NA,4,10/29/16,11/4/16,1092,NV
44,43,NA,4,10/28/16,11/3/16,1016,NV
42,47,NA,11,10/14/16,11/3/16,551,NV
46,45,2,4,11/1/16,11/2/16,1793,NV
44,43,NA,4,10/27/16,11/2/16,937,NV
45,48,NA,7,10/31/16,11/1/16,688,NV
38,45,2,7,10/28/16,11/1/16,892,NV
45,45,3,4,10/28/16,11/1/16,600,NV
49,43,2,1,10/27/16,11/1/16,790,NV
51,45,4,0,10/27/16,11/1/16,790,NV
43,42,NA,4,10/26/16,11/1/16,994,NV
42,43,NA,3,10/25/16,10/31/16,1010,NV
48,44,1,3,10/30/16,10/30/16,787,NV
43,43,NA,3,10/24/16,10/30/16,887,NV
46,48,6,NA,10/23/16,10/29/16,314,NV
44,43,NA,2,10/20/16,10/28/16,1104,NV
40,40,NA,20,10/7/16,10/27/16,391,NV
44,44,NA,2,10/18/16,10/26/16,1041,NV
45,45,9,1,10/20/16,10/24/16,707,NV
43,43,3,2,10/20/16,10/24/16,707,NV
44,44,NA,2,10/18/16,10/24/16,967,NV
41,48,1,4,10/20/16,10/23/16,800,NV
45,44,NA,2,10/17/16,10/23/16,816,NV
45,48,6,NA,10/16/16,10/23/16,319,NV
47,44,2,3,10/20/16,10/22/16,1332,NV
42,46,2,4,10/20/16,10/22/16,826,NV
43,48,NA,9,9/30/16,10/20/16,562,NV
40,47,3,3,10/14/16,10/17/16,413,NV
45,49,6,NA,10/9/16,10/16/16,319,NV
46,47,NA,7,10/8/16,10/16/16,884,NV
44,40,5,2,10/8/16,10/16/16,884,NV
44,46,2,0,10/10/16,10/15/16,698,NV
46,50,3,0,10/10/16,10/15/16,698,NV
40,46,5,4,10/12/16,10/14/16,996,NV
41,43,3,9,10/10/16,10/13/16,600,NV
39,41,NA,20,9/23/16,10/13/16,641,NV
43,43,6,8,10/10/16,10/11/16,1010,NV
43,47,NA,10,10/10/16,10/11/16,986,NV
45,48,7,NA,10/2/16,10/9/16,320,NV
42,46,NA,12,9/16/16,10/6/16,620,NV
41,44,NA,7,9/27/16,10/2/16,700,NV
44,47,4,6,9/27/16,10/2/16,700,NV
47,47,6,NA,9/19/16,10/2/16,536,NV
38,44,5,6,9/27/16,9/29/16,500,NV
44,42,NA,14,9/9/16,9/29/16,580,NV
46,47,7,NA,9/12/16,9/25/16,540,NV
45,45,NA,10,9/2/16,9/22/16,542,NV
43,40,4,3,9/18/16,9/20/16,704,NV
46,42,7,4,9/18/16,9/20/16,704,NV
42,42,3,4,9/10/16,9/19/16,400,NV
42,39,3,4,9/16/16,9/18/16,800,NV
41,38,NA,21,8/26/16,9/15/16,549,NV
42,40,3,10,9/12/16,9/14/16,398,NV
44,42,1,6,9/11/16,9/13/16,406,NV
44,45,7,3,9/6/16,9/8/16,627,NV
42,41,4,4,9/6/16,9/8/16,627,NV
42,45,NA,13,9/6/16,9/7/16,815,NV
43,48,NA,10,8/9/16,9/1/16,2776,NV
37,40,6,6,8/9/16,9/1/16,2776,NV
42,44,5,5,8/15/16,8/17/16,500,NV
41,43,5,6,8/2/16,8/5/16,993,NV
40,41,4,5,7/29/16,7/31/16,750,NV
43,38,4,7,7/22/16,7/24/16,750,NV
41,45,NA,8,7/7/16,7/10/16,408,NV
47,45,4,4,6/11/16,6/20/16,300,NV
44,44,1,3,6/11/16,6/20/16,300,NV
47,42,11,NA,5/24/16,5/25/16,1637,NV
44,41,8,NA,5/24/16,5/25/16,1637,NV
44,41,NA,14,11/10/15,11/16/15,628,NV
32,57,9,2,11/1/16,11/7/16,2208,NY
38,59,4,NA,10/30/16,11/6/16,458,NY
31,58,9,2,10/30/16,11/6/16,2132,NY
33,51,NA,16,10/17/16,11/6/16,1383,NY
34,51,8,7,11/3/16,11/4/16,617,NY
32,58,9,2,10/29/16,11/4/16,2131,NY
32,57,9,2,10/28/16,11/3/16,1949,NY
34,56,NA,10,10/14/16,11/3/16,1443,NY
32,58,9,2,10/27/16,11/2/16,1755,NY
33,57,9,2,10/26/16,11/1/16,1645,NY
33,56,10,1,10/25/16,10/31/16,1734,NY
33,57,9,2,10/24/16,10/30/16,1561,NY
38,58,4,NA,10/23/16,10/29/16,403,NY
32,57,8,2,10/20/16,10/28/16,1630,NY
30,52,NA,18,10/7/16,10/27/16,989,NY
32,57,9,2,10/18/16,10/26/16,1480,NY
31,58,9,2,10/18/16,10/24/16,1169,NY
30,58,9,2,10/17/16,10/23/16,882,NY
38,59,4,NA,10/16/16,10/23/16,424,NY
30,54,NA,16,9/30/16,10/20/16,886,NY
30,54,10,6,10/13/16,10/17/16,611,NY
38,59,4,NA,10/9/16,10/16/16,404,NY
27,53,NA,20,9/23/16,10/13/16,986,NY
38,58,4,NA,10/2/16,10/9/16,418,NY
31,55,NA,14,9/16/16,10/6/16,1437,NY
40,57,4,NA,9/19/16,10/2/16,701,NY
29,49,NA,22,9/9/16,9/29/16,1259,NY
39,57,4,NA,9/12/16,9/25/16,724,NY
33,57,8,2,9/21/16,9/23/16,676,NY
31,52,14,3,9/21/16,9/23/16,676,NY
34,53,NA,13,9/2/16,9/22/16,1113,NY
30,51,12,7,9/11/16,9/15/16,600,NY
30,53,NA,17,8/26/16,9/15/16,1089,NY
35,57,NA,9,8/9/16,9/1/16,1405,NY
31,51,13,5,8/9/16,9/1/16,1405,NY
27,57,3,13,8/7/16,8/10/16,717,NY
25,50,16,9,8/7/16,8/10/16,717,NY
36,53,10,NA,8/4/16,8/8/16,1717,NY
34,48,18,NA,8/4/16,8/8/16,1717,NY
35,47,3,14,7/13/16,7/17/16,1104,NY
33,45,11,12,7/13/16,7/17/16,1104,NY
